title,date,author,url,source
Carta di Praia do 2º Fórum Lusófono de Governação da Internet,13 SET 2024,CGI.br Notícias,https://cgi.br/noticia/notas/carta-di-praia-do-2-forum-lusofono-de-governancao-da-internet/,CGI Notícias
Conheça os temas prioritários que nortearão o trabalho do CGI.br até 2027,10 SET 2024,CGI.br Notícias,https://cgi.br/noticia/releases/conheca-os-temas-prioritarios-que-nortearao-o-trabalho-do-cgi-br-ate-2027/,CGI Notícias
"Fornecimento de dados biométricos preocupa 60% dos usuários de Internet brasileiros, mostra pesquisa do Cetic.br",02 SET 2024,CGI.br Notícias,https://cgi.br/noticia/releases/fornecimento-de-dados-biometricos-preocupa-60-dos-usuarios-de-internet-brasileiros-mostra-pesquisa-do-cetic-br/,CGI Notícias
Escola de Governança da Internet no Brasil abre inscrições para 3ª edição de curso EaD gratuito,29 AGO 2024,CGI.br Notícias,https://cgi.br/noticia/releases/escola-de-governanca-da-internet-no-brasil-abre-inscricoes-para-3-edicao-de-curso-ead-e-gratuito/,CGI Notícias
"Parceria entre NIC.br, IX CDE e BR Digital amplia integração entre redes do Brasil e Paraguai",08 AGO 2024,CGI.br Notícias,https://cgi.br/noticia/releases/parceria-entre-nic-br-ix-cde-e-br-digital-amplia-integracao-entre-redes-do-brasil-e-paraguai/,CGI Notícias
"Asociación entre NIC.br, IX CDE y BR Digital amplía la integración entre redes de Brasil y Paraguay",08 AGO 2024,CGI.br Notícias,https://cgi.br/noticia/releases/asociacion-entre-nic-br-ix-cde-y-br-digital-amplia-la-integracion-entre-redes-de-brasil-y-paraguay/,CGI Notícias
IX.br celebrates 20 years with a prominent role in improving the Internet in Brazil,2024-07-19,CGI.br Notícias,https://cgi.br/noticia/releases/ix-br-celebrates-20-years-with-a-prominent-role-in-improving-the-internet-in-brazil/,CGI Notícias
IX.br cumple 20 años con un papel destacado en la mejora de Internet en Brasil,2024-07-19,CGI.br Notícias,https://cgi.br/noticia/releases/ix-br-cumple-20-anos-con-un-papel-destacado-en-la-mejora-de-internet-en-brasil/,CGI Notícias
IX.br completa 20 anos com papel de destaque no aprimoramento da Internet no país,2024-07-03,CGI.br Notícias,https://cgi.br/noticia/releases/ix-br-completa-20-anos-com-papel-de-destaque-no-aprimoramento-da-internet-no-pais/,CGI Notícias
Seminário amplia debate sobre soberania digital e uso de plataformas na educação,2024-06-24,CGI.br Notícias,https://cgi.br/noticia/releases/seminario-amplia-debate-sobre-soberania-digital-e-uso-de-plataformas-na-educacao/,CGI Notícias
Remuneração do Jornalismo pelas Plataformas Digitais é tema de seminário promovido pelo CGI.br,2024-06-21,CGI.br Notícias,https://cgi.br/noticia/releases/remuneracao-do-jornalismo-pelas-plataformas-digitais-e-tema-de-seminario-promovido-pelo-cgi-br/,CGI Notícias
